,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange,inst_id,0
40,13,144,20081210.0,-999.0,5,4647433010.0,232848337.0,4043633900.0,2588544084.0,12725732.0,331257399.0,111070415.0,33004720.0,19414386.0,1441307803.0,1372768532.0,61982650.0,68539271.0,2717679852.0,2576997468.0,131000000.0,0.0,3224861379.0,3034861379.0,2199439974.0,190000000.0,0.0,934126276.0,0.0,4665039048.0,179134263.0,3989086340.0,2465132086.0,4509152.0,144545318.0,137175146.0,0.0,356782279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,96.0,2,123,0
41,8,135,20060724.0,30.0,5,5538313519.0,328968724.0,4874034541.0,3105105589.0,20307532.0,195315227.0,172200591.0,20507850.0,139794709.0,1177160080.0,1110883095.0,111850.0,66276985.0,7439114482.0,6396188023.0,194899800.0,0.0,5580803910.0,2880803910.0,2182827361.0,2700000000.0,2700000000.0,3035470652.0,2589398920.0,5474746096.0,342608939.0,4951126646.0,3176321818.0,27909165.0,180970368.0,166889815.0,5863537.0,22085771.0,1144109836.0,1080647018.0,4638421.0,63462818.0,7229949480.0,6248899576.0,204899800.0,0.0,5591157773.0,2891157773.0,2210227159.0,2700000000.0,2700000000.0,2782901543.0,2476624520.0,69.0,72.0,2,124,1
42,15,23,20130422.0,27.0,4,10345082140.0,1181645282.0,8476045091.0,4568218701.0,201630773.0,423474746.0,350820569.0,17680469.0,447867325.0,1431999314.0,1369249077.0,40458964.0,62750237.0,23725184089.0,17927624089.0,472560000.0,0.0,22540610569.0,9506511352.0,2170000000.0,13034099217.0,13000000000.0,2616572834.0,1208224077.0,9514124268.0,1137832851.0,8486506905.0,4042121927.0,20428873.0,242259270.0,238055040.0,0.0,-332045885.0,769216382.0,722885029.0,0.0,46331353.0,16690693861.0,11276539061.0,914154800.0,0.0,16531389905.0,5972059565.0,300000000.0,10559330340.0,9559330340.0,928520338.0,-479828419.0,93.0,85.0,2,126,1
43,13,15,19930101.0,258.0,3,25639691169.0,5901553819.0,19115372923.0,13272209862.0,1808588715.0,1729981126.0,135163208.0,248780324.0,452591692.0,7309653471.0,6894265566.0,20263580.0,415387905.0,9328353802.0,8957692102.0,0.0,0.0,12110719561.0,6298898757.0,2136120000.0,5811820804.0,2046971380.0,4527287712.0,42733952.0,23984631968.0,5614064722.0,17487118627.0,12084525447.0,1628933936.0,1718960655.0,163131100.0,141789035.0,651632865.0,4925047808.0,4485581806.0,20605900.0,439466002.0,10049858617.0,9562701750.0,0.0,0.0,10900210405.0,3709521694.0,0.0,7190688711.0,4857047850.0,4074696020.0,42733952.0,324.0,324.0,2,130,1
44,7,95,19820520.0,771.0,3,151000000000.0,116000000000.0,28031266701.0,0.0,5968872681.0,7739690147.0,338896259.0,1250765481.0,3267366816.0,43870284311.0,41979652806.0,149126450.0,1818617919.0,130000000000.0,117000000000.0,0.0,0.0,129000000000.0,43824720454.0,0.0,85286333620.0,6569774686.0,45131800848.0,0.0,149000000000.0,107000000000.0,29532488677.0,0.0,6445389817.0,12518423585.0,411169337.0,1304472425.0,5125978159.0,55591590517.0,53481868205.0,149800050.0,1627064008.0,125000000000.0,113000000000.0,0.0,0.0,131000000000.0,52414267533.0,3100000000.0,78556538604.0,6904708289.0,49244922328.0,50397400.0,1065.0,1065.0,2,131,1
45,7,95,20110901.0,436.0,5,28451303325.0,3389250535.0,21370553128.0,12391550323.0,369872656.0,3417126941.0,325291121.0,142942080.0,501303297.0,8151941565.0,7636456006.0,3739408170.0,118373350.0,12054598926.0,11380718806.0,465263000.0,0.0,15118934706.0,4804783489.0,2011662588.0,10314151217.0,6650000000.0,5087605785.0,3000000.0,27643745209.0,3577946473.0,19404743277.0,11263916853.0,439887242.0,4440497613.0,257747107.0,0.0,660445088.0,17084304271.0,16623056995.0,9100730.0,155231439.0,12142277804.0,11494497684.0,462263000.0,0.0,24405955103.0,13069648508.0,1552671540.0,11336306595.0,7580000000.0,4820626972.0,3000000.0,340.0,340.0,2,133,1
46,8,177,20090218.0,124.0,5,2450769531.0,0.0,2876548785.0,1498503970.0,43607243.0,155829971.0,126410063.0,8690710.0,-546692692.0,332178274.0,332178274.0,226087041.0,0.0,3181673573.0,3133003139.0,48670434.0,0.0,2984724327.0,2218589963.0,1732666672.0,766134364.0,571698404.0,529127520.0,0.0,3022284378.0,0.0,2862966305.0,1594210753.0,24843434.0,136668239.0,114865580.0,0.0,47493268.0,554787737.0,537718102.0,235096198.0,0.0,2857352809.0,2807762809.0,49590000.0,0.0,2336320334.0,2336320334.0,1971063270.0,0.0,0.0,1075820212.0,0.0,55.0,42.0,2,142,1
47,0,63,20141106.0,19.0,4,1513373099.0,60714399.0,1304054757.0,663927317.0,325438.0,61895412.0,61895412.0,11839743.0,75194226.0,1379951518.0,1378706518.0,166483930.0,1245000.0,3903085886.0,3855759931.0,37325955.0,0.0,2174968345.0,1754968345.0,1680000000.0,420000000.0,400000000.0,3108069059.0,0.0,1569706145.0,60008281.0,1440521508.0,765710516.0,231934.0,52938716.0,52938716.0,3854100.0,12615474.0,93086688.0,91628688.0,70753710.0,1458000.0,2021050319.0,1636522804.0,34527515.0,0.0,1391662174.0,1371662174.0,1246228260.0,20000000.0,0.0,722474833.0,0.0,22.0,24.0,2,146,1
48,7,8,20111006.0,504.0,5,13357679440.0,0.0,16799784295.0,8026043617.0,468050376.0,2631058618.0,857732836.0,129338020.0,-5734451117.0,1108616609.0,1059984550.0,962620719.0,48632059.0,26969777623.0,21384029407.0,0.0,0.0,26772268516.0,3528203294.0,1610640296.0,23244065222.0,19802937079.0,1306125716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,1,151,1
49,0,62,20081226.0,233.0,5,9487946122.0,555132769.0,8557015614.0,5007316270.0,98625858.0,316874430.0,274024174.0,11168410.0,146380757.0,3918498489.0,3677366419.0,0.0,241132070.0,5370153410.0,5209464059.0,40544000.0,0.0,7323355630.0,2725605630.0,1436209156.0,4597750000.0,4597750000.0,1965296269.0,0.0,8201739563.0,446431307.0,7499594703.0,4726476790.0,123227493.0,264563949.0,228130872.0,0.0,114377097.0,3213428194.0,2998618564.0,0.0,214809630.0,5232922175.0,5054891967.0,37544000.0,0.0,6567787250.0,1441659454.0,365485828.0,5126127796.0,5126127796.0,1878563119.0,1878563119.0,120.0,120.0,2,157,1
50,15,151,19830822.0,97.0,3,28413393487.0,6604164505.0,23169610594.0,12943190560.0,1502655701.0,574124851.0,330617662.0,0.0,-431850762.0,2815647145.0,2639756035.0,1235600.0,175891110.0,35251516850.0,32040544629.0,505577910.0,0.0,16947542453.0,3851662590.0,1409830375.0,13095879863.0,8656966991.0,21119621542.0,2326609979.0,26299687235.0,6372028925.0,19870692881.0,11100926465.0,313335585.0,449727508.0,306630164.0,0.0,-79426494.0,3680600323.0,3523650429.0,1171200.0,156949894.0,37449198076.0,34154768962.0,505577910.0,0.0,16230295876.0,9612253261.0,6816063352.0,6618042615.0,3816112855.0,24899502523.0,5536798250.0,260.0,240.0,2,158,1
51,0,65,20060929.0,153.0,4,12536077371.0,1920367762.0,9822143905.0,5708620440.0,42878384.0,504859576.0,338262936.0,44361530.0,287222982.0,4265551738.0,3753160589.0,2904435047.0,512391149.0,10394553904.0,9262954747.0,975000000.0,0.0,9881204947.0,2682794416.0,1398422423.0,7198410531.0,6297392240.0,4778900695.0,292262440.0,13523488923.0,2282919723.0,10143432878.0,5026205723.0,29047030.0,794036142.0,389748762.0,26025480.0,306121730.0,3839953306.0,3314012644.0,2349821830.0,525940662.0,11812381309.0,9872393665.0,1816383241.0,0.0,11160656902.0,3543449240.0,1209129813.0,7617207662.0,6687207662.0,4491677713.0,292262440.0,143.0,143.0,2,161,1
52,12,136,20050321.0,440.0,5,2179020670.0,312206615.0,1507567008.0,907395730.0,33436412.0,208281214.0,18920952.0,0.0,184402245.0,3535249679.0,3432644103.0,3132667033.0,102605576.0,16681779738.0,16651052086.0,0.0,0.0,12496838310.0,5800803717.0,1309874205.0,6696034593.0,4089146674.0,7720191107.0,7720191107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0,165,1
53,2,37,20081223.0,190.0,5,5269186263.0,0.0,4889597273.0,3058749440.0,125279351.0,307512767.0,47662169.0,19632540.0,177723034.0,1518706555.0,1488700019.0,575044380.0,30006536.0,4327816379.0,4261821379.0,65993000.0,0.0,3513027902.0,1836245656.0,1260000000.0,1676782246.0,210000000.0,2333495032.0,0.0,5246256882.0,0.0,4906045523.0,3079006460.0,69867318.0,223908693.0,48000871.0,21287824.0,164882160.0,1088715167.0,1055988052.0,573882930.0,32727115.0,4254326334.0,4181746334.0,72578000.0,0.0,3187269503.0,1768190444.0,1260000000.0,1419079059.0,210000000.0,2155771998.0,0.0,78.0,79.0,2,167,1
54,0,72,19990504.0,30.0,5,6105254890.0,431327530.0,5532193576.0,2887498290.0,125459287.0,63947119.0,39591560.0,10054700.0,193191252.0,2203799587.0,2165988198.0,967124532.0,37811389.0,6072504272.0,4602812365.0,1940000.0,0.0,4333805732.0,2291389188.0,1143953797.0,2042416544.0,1557012399.0,3942498127.0,0.0,5982035160.0,418506587.0,5353317250.0,2740040770.0,54847081.0,81574582.0,52288328.0,10860900.0,172622922.0,2618088744.0,2586387846.0,1138331162.0,31700898.0,6234912476.0,4711454928.0,1940000.0,0.0,5103694345.0,2752799342.0,1678996517.0,2350895003.0,1859490858.0,3749306875.0,0.0,81.0,78.0,2,172,1
55,7,8,20061108.0,69.0,5,1891353950.0,132098966.0,1512855813.0,1033624731.0,1557636.0,0.0,52591629.0,0.0,247956807.0,1860214289.0,1820214289.0,698952548.0,40000000.0,1621186268.0,1447007897.0,6000000.0,0.0,1711471492.0,1289671492.0,1106184218.0,421800000.0,251800000.0,1769929065.0,1100340995.0,1871788470.0,148056559.0,1470789422.0,1008101382.0,0.0,0.0,57761384.0,0.0,252942489.0,1603945444.0,1582245444.0,552219838.0,21700000.0,1483617236.0,1479617236.0,4000000.0,0.0,1571676305.0,299100853.0,40152066.0,1272575452.0,1017575452.0,1515886375.0,846298305.0,46.0,42.0,2,174,1
56,12,26,20121218.0,539.0,5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,250.0,200.0,2,181,1
57,7,166,20051201.0,14.0,4,4497414065.0,401527502.0,4339151908.0,2591686925.0,48701845.0,83655518.0,82117242.0,0.0,-278219018.0,994291198.0,932131491.0,89698740.0,62159707.0,4917120193.0,4236533525.0,484782770.0,325392770.0,3088460514.0,1474825813.0,983040281.0,1613634701.0,1570000000.0,2822950877.0,0.0,4306124600.0,396492714.0,3850972055.0,2418745636.0,49915330.0,76561767.0,69922158.0,0.0,32013394.0,1060060110.0,995291559.0,38819796.0,64768551.0,4450660746.0,4077097715.0,159390000.0,0.0,2373337098.0,561250951.0,155462065.0,1812086147.0,1760000000.0,3137383758.0,0.0,74.0,74.0,2,184,1
58,9,32,20120120.0,78.0,4,7319085415.0,686857007.0,6112708036.0,3554808728.0,23579577.0,231519005.0,200698849.0,19271020.0,292309924.0,2932262244.0,2710830383.0,1783637109.0,168850399.0,9161452278.0,8510009278.0,651443000.0,0.0,8190233966.0,4128549070.0,982603292.0,4061684896.0,4000000000.0,3903480556.0,1677675280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,49.0,2,185,1
59,9,155,20131202.0,195.0,5,10524193814.0,589088638.0,8964162472.0,5322929364.0,16706602.0,169124234.0,35928710.0,159784500.0,658740572.0,1467529200.0,1425664648.0,1180876150.0,41864552.0,8094746852.0,7484914041.0,125060000.0,0.0,1779919483.0,1779919483.0,976887439.0,0.0,0.0,7782356569.0,0.0,10232366395.0,648485994.0,8774831978.0,5157220968.0,25185861.0,158536573.0,65777073.0,130908473.0,544789238.0,1558450293.0,1505507137.0,1193859645.0,52943156.0,7902691464.0,7575085742.0,120060000.0,0.0,2337525760.0,2337525760.0,1493389328.0,0.0,0.0,7123615997.0,0.0,155.0,150.0,2,186,1
60,7,172,20150611.0,366.0,5,6171100298.0,0.0,5716501623.0,3745476667.0,70949307.0,308332230.0,251599824.0,16673720.0,200542032.0,1293028427.0,1171053048.0,5991600.0,121975379.0,8492301777.0,8485601777.0,6700000.0,0.0,5501010634.0,1851010634.0,846841870.0,3650000000.0,3600000000.0,4284319570.0,0.0,6064186938.0,0.0,5530854204.0,3409747086.0,84641920.0,336884312.0,262213278.0,0.0,281090342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,125.0,2,188,1
61,12,26,20030102.0,102.0,4,8533038702.0,0.0,8146717236.0,4205604566.0,202143903.0,95288306.0,73710155.0,17661630.0,475515433.0,2985780753.0,2985780753.0,26227110.0,0.0,5144416664.0,5108334664.0,33000000.0,0.0,4866876905.0,3159366905.0,769655898.0,1707510000.0,1692510000.0,3263320512.0,1953871319.0,9152147833.0,0.0,9090866906.0,4439691808.0,126944094.0,101948849.0,78415419.0,14640110.0,71636062.0,2832860284.0,2832860284.0,17611360.0,0.0,5726295212.0,5699847212.0,18000000.0,0.0,5373627496.0,3293867496.0,787566049.0,2079760000.0,2064760000.0,3185528000.0,1876078807.0,100.0,108.0,2,193,1
62,13,53,20100914.0,200.0,5,5466315740.0,358671641.0,4951304192.0,3163232743.0,34097581.0,151839082.0,150785906.0,5122530.0,33475876.0,2073194234.0,2055508234.0,1644869096.0,17686000.0,7404500527.0,7350561127.0,53939400.0,0.0,4795641082.0,972307739.0,694868913.0,3823333343.0,3818333343.0,4682053679.0,0.0,5393165780.0,370173357.0,4834826674.0,3142147298.0,5323817.0,154145273.0,154143327.0,4782498.0,34561795.0,1791906802.0,1776217284.0,1390798886.0,15689518.0,7621517232.0,7582712832.0,38804400.0,0.0,4764846231.0,246512892.0,0.0,4518333339.0,4518333339.0,4648577803.0,0.0,122.0,117.0,2,198,1
63,12,118,20150828.0,70.0,4,3245709950.0,160142250.0,2867317207.0,1776471340.0,10987424.0,150001590.0,55535304.0,10265990.0,68970337.0,1410760452.0,1403634852.0,675800350.0,7125600.0,5375975915.0,4718575915.0,8700000.0,0.0,1898029078.0,866850772.0,678453741.0,1031178306.0,925000000.0,4888707289.0,184720689.0,3068540360.0,159370654.0,2664095879.0,1681906750.0,4666842.0,157086452.0,27932236.0,10191630.0,82462587.0,1636197308.0,1631184988.0,580508697.0,5012320.0,4863436135.0,4854736135.0,8700000.0,0.0,1679896491.0,706323861.0,472323670.0,973572630.0,946630650.0,4819736952.0,115750352.0,59.0,59.0,1,199,1
64,0,59,20051014.0,380.0,5,12173545279.0,1970002262.0,10221389175.0,6587918970.0,371459225.0,0.0,79841837.0,0.0,353613067.0,2098126492.0,2034934281.0,0.0,63192211.0,11891171971.0,11802518603.0,0.0,0.0,7114841809.0,3542841809.0,644178740.0,3570000000.0,3520000000.0,6874456654.0,4481734544.0,12518425573.0,1877285022.0,10171954927.0,7137567966.0,71332674.0,0.0,85209015.0,0.0,540518298.0,2342978310.0,2284349803.0,1816869230.0,58628507.0,8172677671.0,8057525463.0,33030000.0,0.0,3876248727.0,2076248727.0,715569434.0,1800000000.0,1750000000.0,6639407254.0,4246685144.0,180.0,191.0,2,201,1
65,2,159,19960501.0,339.0,3,104000000000.0,0.0,94226597063.0,43238410582.0,1479857324.0,446351445.0,1756566632.0,526550.0,11208159317.0,13440200761.0,12593375096.0,0.0,846825665.0,96213232246.0,93033622106.0,1587725200.0,0.0,60219395238.0,31164070906.0,594639593.0,29055324332.0,26425324332.0,49434037769.0,34114713245.0,93764300798.0,0.0,83806490587.0,36705843609.0,1585419415.0,234265926.0,2146278116.0,5427311.0,11303536389.0,14463950846.0,13697922151.0,22559027.0,766028695.0,86037826922.0,84002655366.0,919961600.0,0.0,60040369823.0,21507491847.0,0.0,38532877976.0,36202877976.0,40461407945.0,25142083421.0,855.0,855.0,2,206,1
66,14,85,20121005.0,12.0,5,2224269820.0,91157130.0,1698291851.0,1054540818.0,38681379.0,310806951.0,129137469.0,0.0,162695267.0,1186505123.0,1185230063.0,221908000.0,1275060.0,4809728708.0,4779939907.0,1038800.0,0.0,2750474719.0,799082574.0,589911856.0,1951392145.0,1788696878.0,3245759112.0,473261085.0,2220419230.0,94995118.0,1644441333.0,1001776160.0,45688989.0,139679262.0,135971407.0,0.0,386992506.0,982059629.0,982059629.0,367077703.0,0.0,4849971523.0,4799182722.0,1038800.0,0.0,2748967307.0,971800629.0,574699732.0,1777166678.0,1777166678.0,3083063845.0,310565818.0,30.0,30.0,2,207,1
67,0,65,20140313.0,194.0,5,4524274168.0,211230886.0,3845286816.0,2559498645.0,325453063.0,535736388.0,280394898.0,0.0,257473141.0,1319372290.0,1283368928.0,0.0,36003362.0,9208506877.0,8890706877.0,216000000.0,0.0,5326224311.0,899756670.0,521573206.0,4426467641.0,4416467641.0,5201654856.0,201334689.0,3908684705.0,185178140.0,3252379687.0,2070509167.0,4533293.0,301840760.0,301840760.0,0.0,173819411.0,908523126.0,859298566.0,0.0,49224560.0,8824019898.0,8724019898.0,0.0,0.0,4450282269.0,551367682.0,0.0,3898914587.0,3588914587.0,5282260755.0,120728790.0,96.0,96.0,1,210,1
68,7,25,20150112.0,157.0,5,750304870.0,0.0,1062477771.0,675886873.0,35947690.0,0.0,38580282.0,0.0,-276225211.0,15323809.0,15323809.0,0.0,0.0,5265359079.0,5244747745.0,0.0,0.0,2886402201.0,506402201.0,484971986.0,2380000000.0,2380000000.0,2394280687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,37.0,2,212,1
69,2,161,20060927.0,86.0,5,2660439974.0,108424820.0,2341221123.0,1297379150.0,4218650.0,145312222.0,101292812.0,7722622.0,61977837.0,424463729.0,415144674.0,390348530.0,9319055.0,5196642933.0,5187865933.0,0.0,0.0,3716129382.0,756129382.0,480000000.0,2960000000.0,2660000000.0,1904977280.0,0.0,2483036203.0,138349179.0,2179920229.0,1289385220.0,25333401.0,115711086.0,94229412.0,7602186.0,66786924.0,393832959.0,385686389.0,352543690.0,8146570.0,5246422477.0,5244622477.0,0.0,0.0,3797255993.0,837255993.0,611500000.0,2960000000.0,2660000000.0,1842999443.0,0.0,44.0,42.0,2,213,1
70,8,134,19960716.0,187.0,3,19834386153.0,4893623803.0,14452425786.0,8256016434.0,104930679.0,451472082.0,338427728.0,0.0,141795161.0,5187225593.0,4995361339.0,45003964.0,191864254.0,12720736151.0,11698736151.0,1020000000.0,0.0,14753789682.0,5621153461.0,430000000.0,9132636221.0,6340000000.0,3154172062.0,0.0,20155442617.0,4888930043.0,15115183121.0,7787680140.0,176513086.0,613210247.0,342537848.0,0.0,-285367708.0,3960377524.0,3671779627.0,54355826.0,288597897.0,13176873919.0,12154873919.0,1020000000.0,0.0,14124874542.0,11655984240.0,440000000.0,2468890302.0,0.0,3012376901.0,0.0,203.0,188.0,2,219,1
71,7,171,20170531.0,118.0,5,694519920.0,0.0,1063064004.0,535306585.0,3086205.0,26071042.0,20771042.0,0.0,-391528921.0,324186739.0,324186739.0,4279100.0,0.0,5820609193.0,5774177690.0,25000000.0,0.0,1427069711.0,577069711.0,418500000.0,850000000.0,850000000.0,4717726221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2,220,1
72,7,173,20170531.0,100.0,5,694519920.0,0.0,1063064004.0,535306585.0,3086205.0,26071042.0,20771042.0,0.0,-391528921.0,324186739.0,324186739.0,4279100.0,0.0,5820609193.0,5774177690.0,25000000.0,0.0,1427069711.0,577069711.0,418500000.0,850000000.0,850000000.0,4717726221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2,221,1
73,7,10,19880906.0,66.0,4,4771337341.0,0.0,4924738889.0,2462769330.0,291375545.0,71670228.0,38559679.0,7189960.0,59113809.0,1043066605.0,1004572855.0,2200000.0,38493750.0,2892058815.0,2866418551.0,12572370.0,0.0,1672383491.0,1112383491.0,413102855.0,560000000.0,530000000.0,2262741929.0,1173386229.0,4804469841.0,0.0,4904652364.0,2359578170.0,274130653.0,105251463.0,38638823.0,4675460.0,64021207.0,993990042.0,953416045.0,1870000.0,40573997.0,2932134941.0,2909520377.0,12572370.0,0.0,1722496863.0,1162496863.0,443120633.0,560000000.0,530000000.0,2203628120.0,1114272420.0,70.0,70.0,2,222,1
74,8,105,20050509.0,136.0,5,3000046696.0,0.0,2754925676.0,1265778000.0,5973741.0,51423540.0,0.0,0.0,199671221.0,869968985.0,849604240.0,318068336.0,20364745.0,6435496022.0,6426932242.0,1420000.0,0.0,4363618245.0,714710929.0,411225464.0,3648907316.0,3648907316.0,2941846762.0,865697762.0,2968797323.0,0.0,2696356917.0,1243802800.0,1457089.0,40224701.0,0.0,0.0,233672794.0,960053560.0,936612197.0,266128951.0,23441363.0,6611271293.0,6602707513.0,1420000.0,0.0,4811585980.0,662678664.0,406384134.0,4148907316.0,4148907316.0,2759738873.0,683589873.0,46.0,46.0,2,223,1
75,9,6,19950706.0,94.0,4,12085310681.0,2345063451.0,9760131179.0,7079759390.0,242088411.0,203329445.0,90497092.0,11100720.0,7774297.0,1734400213.0,1516043474.0,0.0,218356739.0,7376729350.0,7286282550.0,76847700.0,0.0,6824774620.0,3389551948.0,400000000.0,3435222672.0,2901840000.0,2286354943.0,678344943.0,11846091594.0,2429975359.0,9622741495.0,6504509540.0,406754142.0,91509817.0,75129638.0,1677640.0,106941425.0,1800743570.0,1627477413.0,0.0,173266157.0,4997017048.0,4890870248.0,92547700.0,0.0,4519179972.0,3056049569.0,400000000.0,1463130403.0,1440000000.0,2278580646.0,670570646.0,129.0,134.0,2,224,1
76,16,125,20130206.0,158.0,5,3681334746.0,133015779.0,3242305534.0,2194824005.0,22069415.0,100193419.0,87882913.0,0.0,227889429.0,599086960.0,583759030.0,448292438.0,15327930.0,4236694917.0,4087644917.0,78000000.0,0.0,2468529327.0,704789327.0,395979228.0,1763740000.0,1763740000.0,2367252550.0,2367252550.0,3328436370.0,138979292.0,2914251855.0,1935912090.0,13805382.0,130420213.0,108509604.0,5880.0,158584512.0,541522306.0,520759156.0,478034618.0,20763150.0,4227462858.0,4190012858.0,25000000.0,0.0,2629622043.0,888522043.0,493066342.0,1741100000.0,1741100000.0,2139363121.0,2139363121.0,67.0,72.0,2,225,1
77,13,175,19940708.0,94.0,4,8239625684.0,0.0,8036474713.0,4123918393.0,150609512.0,193347260.0,70671187.0,0.0,160413223.0,1697234103.0,1420532041.0,0.0,276702062.0,5085966405.0,5010966405.0,0.0,0.0,4890939863.0,1942711449.0,348465880.0,2948228414.0,2659253347.0,1892260645.0,708128559.0,7502611670.0,0.0,7046692343.0,3718354570.0,73658841.0,339582989.0,65744261.0,0.0,189995179.0,1886891629.0,1610327817.0,0.0,276563812.0,3693095018.0,3488095018.0,0.0,0.0,3848139225.0,1434744760.0,178006844.0,2413394465.0,2180773343.0,1731847422.0,547715336.0,85.0,82.0,2,228,1
78,9,32,19881017.0,-999.0,4,4865825740.0,328640850.0,4518515829.0,2568101150.0,1229857877.0,104728234.0,97558065.0,267479720.0,876318984.0,2942061014.0,2877547033.0,2169813428.0,64513981.0,12195187340.0,8488389288.0,240591100.0,0.0,9214354576.0,1571474906.0,336000000.0,7642879670.0,6959950000.0,5922893778.0,5137126809.0,3392320796.0,163792532.0,3588482068.0,1903150120.0,2312835253.0,135881429.0,110239750.0,786380800.0,1030619220.0,6352407895.0,6352407895.0,1458412966.0,0.0,7581883829.0,3710553341.0,224000000.0,0.0,8110172225.0,7790172225.0,4367571146.0,320000000.0,320000000.0,5824119499.0,4260807825.0,130.0,65.0,1,229,0
79,7,95,20150204.0,199.0,5,5805245841.0,243550386.0,4925257460.0,2523585346.0,152447.0,214691663.0,213691655.0,630830.0,421267949.0,1693862158.0,1671187318.0,822884401.0,22674840.0,4658748735.0,4543418735.0,115330000.0,0.0,4497231732.0,615904137.0,224233639.0,3881327595.0,3559911533.0,1855379161.0,0.0,4522626112.0,143501864.0,4192388162.0,2346052429.0,23890648.0,207851147.0,200822939.0,0.0,2775587.0,969799581.0,891785251.0,461822161.0,78014330.0,5011471778.0,4904141778.0,107330000.0,0.0,4547160147.0,391415567.0,30000000.0,4155744580.0,3783572524.0,1434111212.0,0.0,85.0,87.0,2,239,1
80,8,74,20101223.0,401.0,5,28820808148.0,0.0,26262553096.0,10518017983.0,443301084.0,3409880347.0,386802520.0,431865950.0,-840190161.0,7352046531.0,7033324887.0,3827988535.0,318721644.0,19947228847.0,18671227573.0,348033000.0,0.0,26398483399.0,3018332657.0,200000000.0,23380150742.0,11116070104.0,900791979.0,-370273021.0,25484317520.0,0.0,22705095106.0,9323253296.0,309206518.0,2558473304.0,397114765.0,313899410.0,216056218.0,6220723923.0,5747138461.0,3859469840.0,473585462.0,20157079600.0,19029608346.0,287583000.0,0.0,24433486803.0,4548859997.0,1500000000.0,19884626806.0,10793629760.0,1944316720.0,673251720.0,236.0,236.0,2,241,1
81,7,8,20090219.0,131.0,5,3860050960.0,0.0,3539982016.0,2197332420.0,6570732.0,0.0,230149040.0,0.0,326639676.0,756919013.0,754920511.0,311004163.0,1998502.0,4016346785.0,3534112212.0,118980000.0,0.0,2259381263.0,534412693.0,0.0,1724968570.0,1530000000.0,2513884535.0,780812935.0,3909984700.0,0.0,3578814532.0,2217091020.0,14948087.0,0.0,193648696.0,0.0,346118255.0,669407237.0,667804052.0,342240979.0,1603185.0,3817646784.0,3520293116.0,118980000.0,0.0,2060465872.0,484727423.0,0.0,1575738449.0,1530000000.0,2426588149.0,693516549.0,29.0,75.0,2,243,1
